GPA,Programming_Skill,DBMS_Knowledge,Computer_Networks,Mathematics_Statistics,Web_Development,App_Development,Data_Analysis,Cybersecurity,Cloud_DevOps,UI_UX_Design,Testing_Debugging,Problem_Solving,Analytical_Thinking,Creativity,Communication_Skill,Leadership,Teamwork,Preferred_Work_Type,Work_Style,Career_Role
4.52,1,1,3,4,5,1,4,2,2,7,4,6,6,9,6,6,9,Creative,Team,UI/UX Designer
5.07,8,7,6,5,7,5,4,1,2,1,7,8,6,4,6,6,5,Technical,Individual,Software Engineer
5.07,4,4,9,6,4,2,5,10,5,2,8,6,8,2,4,2,7,Technical,Individual,Cybersecurity Analyst
5.2,8,6,6,5,5,3,7,4,3,1,5,8,6,5,6,4,7,Technical,Individual,Software Engineer
5.55,7,7,7,9,2,1,10,2,4,3,7,9,7,3,7,5,7,Analytical,Individual,Machine Learning Engineer
4.8,1,1,2,4,4,1,3,2,1,7,1,5,5,8,7,5,4,Creative,Team,UI/UX Designer
5.11,5,6,9,6,4,2,4,4,9,1,8,9,6,3,4,2,5,Technical,Team,Cloud Engineer
4.89,4,5,3,4,1,2,3,1,3,2,2,8,8,8,9,10,7,Analytical,Team,IT Project Coordinator
5.01,5,4,3,5,1,4,6,1,2,2,4,7,7,9,8,8,10,Analytical,Team,IT Project Coordinator
5.0,4,5,10,3,2,3,2,10,5,2,6,7,10,2,5,5,4,Technical,Individual,Cybersecurity Analyst
5.01,9,6,5,6,4,4,2,1,3,2,7,7,8,6,5,5,6,Technical,Individual,Software Engineer
4.82,1,2,2,3,6,2,3,2,1,9,3,4,6,10,8,6,7,Creative,Team,UI/UX Designer
5.04,3,6,2,7,3,2,8,1,3,3,4,10,7,5,9,7,6,Analytical,Team,Business Analyst
4.61,2,3,2,7,1,2,5,2,4,2,4,9,8,4,10,6,6,Analytical,Team,Business Analyst
5.03,10,7,5,4,7,4,1,1,4,2,7,7,6,6,5,6,7,Technical,Individual,Software Engineer
4.39,4,5,1,6,3,1,7,1,1,1,1,6,8,6,7,6,9,Analytical,Individual,Business Analyst
4.3,3,2,1,1,5,3,2,1,1,7,4,8,7,10,7,3,6,Creative,Team,UI/UX Designer
5.02,6,4,6,5,3,2,4,6,8,2,7,8,8,3,6,4,5,Technical,Team,System Administrator
5.18,6,5,5,4,10,2,4,3,5,8,6,8,6,6,4,8,6,Analytical,Team,Web Developer
4.71,5,5,3,6,3,1,4,1,3,1,1,6,8,4,9,9,10,Analytical,Individual,IT Project Coordinator
5.17,9,5,4,5,2,10,4,3,3,7,6,9,8,6,6,4,5,Technical,Individual,Mobile App Developer
4.82,4,5,3,7,1,3,10,1,3,3,2,6,9,5,7,3,7,Analytical,Individual,Data Analyst
4.91,4,3,3,6,1,2,5,2,1,1,1,5,8,4,10,9,8,Analytical,Team,IT Project Coordinator
5.12,7,4,4,9,4,1,10,1,5,2,6,9,10,5,6,4,4,Analytical,Individual,Machine Learning Engineer
4.89,4,3,2,2,4,3,2,2,2,4,2,7,4,10,7,4,6,Creative,Team,UI/UX Designer
5.06,7,3,8,3,4,2,4,5,9,2,6,9,8,4,5,5,6,Technical,Team,Cloud Engineer
4.98,5,6,5,8,1,1,10,3,4,3,2,6,10,4,8,2,4,Creative,Individual,Data Analyst
5.24,8,8,5,6,6,6,3,4,4,2,8,8,7,6,5,3,6,Technical,Individual,Software Engineer
4.73,3,2,2,1,6,2,1,1,1,10,1,7,7,10,8,3,9,Creative,Team,UI/UX Designer
5.6,8,3,6,5,4,3,3,9,10,1,7,9,7,5,6,2,8,Technical,Team,Cloud Engineer
5.09,10,9,4,4,6,3,3,2,1,2,7,8,8,3,5,4,8,Technical,Individual,Software Engineer
4.96,2,6,3,8,1,2,8,2,2,3,1,8,8,6,7,7,7,Analytical,Individual,Business Analyst
4.17,3,4,2,4,2,1,4,1,1,1,2,2,5,3,9,7,9,Analytical,Team,IT Project Coordinator
5.15,8,6,5,4,6,3,2,1,5,1,8,10,7,4,7,7,6,Technical,Individual,Software Engineer
4.02,1,3,1,2,3,1,2,1,2,10,2,7,4,8,5,1,7,Creative,Team,UI/UX Designer
4.69,6,6,3,10,1,1,8,1,1,1,5,7,10,2,5,3,7,Analytical,Individual,Data Analyst
5.1,9,7,5,7,6,3,3,2,3,1,4,7,9,6,4,5,6,Analytical,Individual,Software Engineer
5.04,5,5,9,4,3,3,5,7,6,2,6,6,7,4,6,3,6,Technical,Individual,Cybersecurity Analyst
4.85,3,3,2,1,3,3,3,1,2,10,4,4,5,9,7,5,8,Creative,Team,UI/UX Designer
4.81,3,4,4,8,3,1,7,1,1,2,3,8,8,6,8,5,9,Analytical,Team,Business Analyst
4.15,1,1,3,3,5,1,2,2,2,9,3,4,5,8,6,3,8,Creative,Team,UI/UX Designer
5.45,9,6,5,6,5,8,1,3,2,5,10,8,6,6,5,5,4,Technical,Individual,Mobile App Developer
5.27,7,6,4,7,5,3,5,1,2,1,8,9,9,6,6,6,5,Technical,Individual,Software Engineer
5.0,6,6,7,6,2,1,4,6,10,2,7,8,5,2,6,2,8,Technical,Team,Cloud Engineer
4.68,3,3,4,3,2,1,3,1,2,2,2,5,6,3,7,9,7,Analytical,Team,IT Project Coordinator
4.53,2,4,1,7,3,1,7,1,2,3,2,9,7,4,10,6,7,Analytical,Team,Business Analyst
4.04,4,3,2,3,5,3,4,1,1,7,1,4,7,7,7,2,7,Creative,Team,UI/UX Designer
4.31,2,2,5,4,6,2,2,1,2,8,2,7,5,7,9,3,6,Creative,Team,UI/UX Designer
4.48,2,1,3,1,4,2,1,1,2,7,2,6,6,8,8,5,9,Creative,Team,UI/UX Designer
5.26,6,6,7,3,4,3,2,7,5,5,6,9,9,5,4,2,7,Analytical,Individual,Cybersecurity Analyst
5.01,4,5,4,6,3,2,5,2,4,2,4,8,5,4,10,10,8,Analytical,Team,IT Project Coordinator
5.06,9,7,6,4,2,8,3,2,2,6,7,8,5,7,4,5,7,Analytical,Individual,Mobile App Developer
4.86,4,4,7,2,1,2,4,6,7,1,6,7,8,2,6,5,7,Creative,Individual,System Administrator
4.28,2,2,1,2,5,3,1,1,2,8,4,4,5,7,6,6,6,Creative,Team,UI/UX Designer
3.98,2,2,3,2,5,1,2,2,1,7,4,4,5,8,6,3,9,Creative,Individual,UI/UX Designer
4.94,4,8,1,6,2,3,5,1,1,6,8,7,9,2,4,4,6,Technical,Team,Software Tester
5.0,10,6,4,7,6,5,4,1,5,2,8,9,8,3,7,4,8,Technical,Individual,Software Engineer
4.94,2,6,4,8,2,1,10,3,3,3,4,6,8,4,7,5,7,Analytical,Team,Business Analyst
5.24,9,7,7,6,6,3,3,1,5,5,8,9,7,4,5,6,5,Technical,Individual,Software Engineer
5.12,9,8,7,6,6,3,2,1,2,3,6,10,6,3,5,6,7,Technical,Individual,Software Engineer
5.11,8,9,4,5,4,3,2,1,5,2,7,9,8,5,7,6,8,Technical,Individual,Software Engineer
5.1,6,3,7,9,4,1,2,6,8,1,5,9,6,4,7,2,10,Technical,Team,Cloud Engineer
4.91,6,8,3,9,3,2,9,2,1,3,3,9,8,2,5,3,7,Analytical,Individual,Data Analyst
4.33,1,2,2,1,4,2,3,1,1,8,4,7,7,7,6,9,7,Creative,Team,UI/UX Designer
4.72,3,3,3,4,4,3,1,2,1,8,6,5,7,9,8,4,7,Creative,Team,UI/UX Designer
4.74,5,6,2,3,6,4,4,1,1,3,8,8,6,4,4,4,6,Creative,Team,Software Tester
4.86,8,6,3,6,3,7,6,4,2,4,5,6,7,4,3,4,4,Technical,Individual,Mobile App Developer
4.9,4,6,2,5,2,1,8,1,3,2,4,6,10,3,8,7,9,Analytical,Team,Business Analyst
4.78,3,6,5,7,2,3,8,1,3,1,5,8,10,2,6,6,4,Analytical,Individual,Data Analyst
4.76,5,5,6,5,2,1,4,5,5,1,5,7,6,4,4,2,6,Technical,Team,System Administrator
5.0,9,5,5,2,7,3,1,4,3,5,4,9,5,9,6,3,5,Technical,Team,Web Developer
4.57,3,4,4,5,1,1,6,2,3,2,1,8,9,3,8,5,7,Analytical,Team,Business Analyst
4.89,3,5,6,4,1,1,4,6,8,3,7,6,5,2,4,4,7,Technical,Team,System Administrator
4.36,4,3,2,5,3,2,5,2,2,2,3,5,6,3,7,7,10,Analytical,Individual,IT Project Coordinator
5.05,9,7,3,3,2,8,1,3,3,6,5,8,7,6,6,5,6,Technical,Individual,Mobile App Developer
4.99,5,8,4,9,3,2,10,3,2,2,2,8,8,2,4,6,4,Technical,Individual,Data Analyst
4.9,7,6,4,7,2,3,9,3,5,2,2,7,10,2,6,3,4,Analytical,Individual,Data Analyst
5.0,7,6,4,6,2,3,10,1,4,1,3,9,8,5,7,5,4,Analytical,Individual,Data Analyst
4.37,4,3,1,6,1,1,5,2,2,1,3,7,5,6,10,8,9,Analytical,Team,IT Project Coordinator
4.55,5,2,1,2,2,1,3,1,2,8,4,6,6,8,7,4,7,Analytical,Team,UI/UX Designer
4.88,6,3,2,10,2,2,10,1,4,3,4,6,9,3,8,3,6,Analytical,Individual,Data Analyst
4.76,2,2,2,2,5,1,1,2,1,7,3,7,4,10,8,6,8,Creative,Team,UI/UX Designer
4.89,2,5,1,6,3,1,10,2,3,3,1,6,9,5,10,5,9,Analytical,Team,Business Analyst
4.95,5,4,8,2,1,2,2,5,7,1,5,5,7,1,7,4,5,Technical,Team,System Administrator
4.58,3,6,1,5,2,5,3,2,2,3,1,7,7,3,8,10,9,Analytical,Individual,IT Project Coordinator
4.98,6,7,10,5,1,3,1,7,7,1,5,9,5,2,5,3,6,Technical,Team,System Administrator
5.0,6,5,4,8,3,1,10,1,1,1,4,8,10,5,6,7,5,Analytical,Individual,Data Analyst
4.61,4,3,2,4,6,3,4,1,2,8,2,4,4,9,9,4,9,Creative,Team,UI/UX Designer
4.78,10,3,5,4,2,10,1,5,3,4,5,7,5,1,3,2,7,Technical,Individual,Mobile App Developer
5.0,7,9,2,9,3,3,8,1,3,1,5,6,8,5,8,4,7,Creative,Individual,Data Analyst
5.09,8,6,5,7,4,6,2,3,3,2,8,6,9,6,4,4,6,Technical,Individual,Software Engineer
5.0,4,6,10,5,4,3,2,10,4,2,5,7,7,2,4,5,5,Technical,Individual,Cybersecurity Analyst
4.99,5,8,5,7,1,1,9,2,2,1,3,7,7,2,7,5,4,Analytical,Individual,Data Analyst
4.97,4,6,6,3,1,2,2,5,6,1,5,7,7,3,3,3,6,Technical,Team,System Administrator
4.87,7,8,1,7,2,2,10,3,2,1,5,9,8,2,3,3,4,Analytical,Individual,Data Analyst
4.85,7,8,3,5,1,3,9,2,6,2,2,6,7,1,6,3,7,Analytical,Individual,Data Analyst
5.38,7,5,5,5,4,7,3,5,5,5,5,6,8,7,8,5,4,Technical,Individual,Mobile App Developer
4.72,5,4,7,4,2,3,2,7,5,1,7,9,6,1,5,4,7,Creative,Individual,System Administrator
5.01,7,7,3,9,4,1,8,1,5,1,4,6,7,6,6,4,7,Analytical,Individual,Machine Learning Engineer
4.66,1,1,2,2,3,2,1,1,4,10,1,4,7,8,8,6,7,Analytical,Team,UI/UX Designer
4.8,4,5,6,4,1,3,4,3,6,2,4,8,8,1,5,5,6,Technical,Team,System Administrator
4.62,1,2,1,2,4,3,1,1,1,7,1,5,4,7,6,4,8,Creative,Team,UI/UX Designer
5.74,10,7,4,6,4,10,4,3,5,8,8,7,8,8,5,2,4,Technical,Individual,Mobile App Developer
4.64,4,3,3,2,4,3,4,2,2,7,3,5,7,9,6,5,6,Creative,Team,UI/UX Designer
4.87,6,8,2,7,3,3,9,2,3,2,2,10,9,2,6,2,5,Analytical,Individual,Data Analyst
5.18,6,6,7,3,3,3,4,9,5,2,7,8,6,4,6,5,5,Technical,Individual,Cybersecurity Analyst
4.55,2,4,2,7,5,2,7,1,3,1,2,6,7,4,9,6,9,Technical,Team,Business Analyst
4.94,5,2,2,5,3,1,7,2,2,2,4,8,8,5,5,7,9,Analytical,Team,Business Analyst
4.38,4,3,1,1,4,1,1,2,1,10,1,7,6,8,9,3,9,Creative,Team,UI/UX Designer
5.14,5,4,8,5,2,3,5,5,7,1,7,9,7,5,6,5,5,Technical,Team,Cloud Engineer
5.06,4,4,10,4,3,3,4,7,8,1,4,6,10,3,6,5,5,Technical,Team,System Administrator
5.04,9,7,4,8,4,2,7,3,7,3,7,7,7,3,6,1,4,Analytical,Team,Machine Learning Engineer
5.11,9,3,5,7,3,2,8,2,4,3,6,7,9,5,7,2,6,Technical,Team,Machine Learning Engineer
4.59,7,6,8,5,1,2,2,3,7,1,7,8,6,2,5,2,5,Technical,Team,Cloud Engineer
4.88,6,5,5,4,5,4,2,1,2,2,7,6,9,2,6,5,7,Technical,Team,Software Tester
4.92,9,4,6,4,3,9,1,2,3,5,8,8,5,1,6,2,6,Technical,Individual,Mobile App Developer
4.78,3,5,7,3,3,1,3,4,6,1,6,6,6,1,7,2,7,Technical,Team,System Administrator
5.01,8,7,6,5,8,4,1,4,4,8,6,8,6,8,7,3,6,Creative,Team,Web Developer
4.31,3,3,1,5,2,2,6,1,2,1,3,6,8,4,7,9,7,Analytical,Team,IT Project Coordinator
5.06,8,9,5,4,7,4,2,2,4,1,5,8,6,5,7,5,6,Creative,Individual,Software Engineer
5.01,8,6,7,7,7,6,2,3,3,4,8,10,7,5,5,3,8,Technical,Individual,Software Engineer
4.91,4,8,3,6,3,1,4,2,2,1,4,7,10,5,8,8,7,Analytical,Team,IT Project Coordinator
4.51,3,6,6,5,1,2,2,4,5,1,7,6,7,4,5,4,5,Technical,Team,System Administrator
4.88,6,6,9,3,1,2,4,5,5,1,4,8,6,3,5,2,10,Analytical,Team,System Administrator
5.12,7,5,8,3,4,3,5,9,4,1,5,9,8,5,4,5,7,Creative,Team,Cybersecurity Analyst
5.0,8,8,6,4,5,4,5,2,3,4,5,8,7,3,6,1,6,Creative,Individual,Software Engineer
4.01,2,3,3,1,4,3,2,1,1,7,3,6,1,8,6,4,9,Creative,Team,UI/UX Designer
5.37,7,7,7,4,4,6,3,2,5,1,5,8,8,5,7,6,7,Technical,Individual,Software Engineer
4.99,6,6,8,3,4,2,2,6,5,4,7,7,8,1,5,4,6,Technical,Team,System Administrator
5.22,6,5,6,3,10,3,2,4,5,5,7,6,7,7,10,2,6,Technical,Individual,Web Developer
4.42,3,3,2,4,1,2,5,1,3,1,4,8,8,6,7,9,7,Analytical,Team,IT Project Coordinator
5.11,6,5,3,5,8,5,3,5,5,8,5,6,7,7,4,3,5,Technical,Team,Web Developer
4.56,5,3,1,6,3,1,6,1,2,2,1,8,7,6,6,9,9,Analytical,Team,IT Project Coordinator
5.0,6,5,8,2,3,3,4,7,2,3,6,9,8,3,4,4,8,Technical,Team,System Administrator
5.57,9,9,4,4,6,4,4,4,5,7,8,9,7,6,6,3,7,Technical,Individual,Software Engineer
5.09,8,4,3,9,3,1,9,2,4,2,9,9,7,6,4,2,5,Analytical,Individual,Machine Learning Engineer
4.78,2,2,4,6,1,2,1,2,2,2,2,8,7,6,8,10,9,Creative,Team,IT Project Coordinator
4.97,8,7,5,2,7,3,1,5,2,6,4,9,6,8,4,2,5,Technical,Team,Web Developer
4.43,4,2,2,4,2,1,3,1,1,8,4,6,4,10,8,5,9,Creative,Team,UI/UX Designer
5.0,7,6,7,4,4,2,2,6,10,1,6,7,7,2,4,3,7,Technical,Team,Cloud Engineer
4.85,5,8,2,10,2,2,8,2,2,1,4,6,9,3,6,6,6,Analytical,Individual,Data Analyst
4.84,4,8,2,9,1,1,7,2,1,3,3,6,8,5,6,5,5,Analytical,Individual,Data Analyst
5.07,4,7,3,10,1,6,10,2,3,2,3,9,7,4,6,6,7,Analytical,Team,Data Analyst
5.11,8,6,3,3,9,2,2,2,4,6,4,8,9,7,4,5,5,Technical,Team,Web Developer
4.81,4,5,3,10,3,2,9,1,2,1,3,8,7,2,5,4,4,Analytical,Individual,Data Analyst
4.5,4,3,2,7,2,2,3,1,1,2,3,8,8,5,8,5,9,Analytical,Team,Business Analyst
5.0,6,6,8,4,2,3,2,7,7,1,6,8,7,3,4,5,6,Technical,Team,Cloud Engineer
4.66,4,2,2,3,4,3,5,1,1,10,2,7,6,9,8,6,6,Creative,Team,UI/UX Designer
4.35,6,4,6,2,3,3,4,7,5,2,4,7,6,1,4,2,6,Technical,Team,System Administrator
4.98,7,5,2,5,3,2,2,3,5,3,8,8,4,5,7,5,8,Technical,Team,Software Tester
4.67,3,5,1,7,3,2,6,1,3,2,2,8,7,5,8,4,8,Analytical,Team,Business Analyst
5.0,6,4,4,3,2,1,5,10,6,1,7,9,9,2,5,4,7,Technical,Individual,Cybersecurity Analyst
4.39,3,8,2,6,1,1,4,1,1,2,3,7,5,6,8,8,7,Creative,Team,IT Project Coordinator
4.88,3,3,2,6,2,2,5,3,3,3,1,6,7,6,9,7,9,Analytical,Team,Business Analyst
4.76,4,5,1,7,1,4,7,2,1,1,1,8,8,5,10,7,6,Analytical,Team,Business Analyst
4.95,9,7,7,7,4,4,3,1,2,1,7,7,6,4,4,5,6,Technical,Individual,Software Engineer
5.26,7,7,5,6,5,9,1,2,2,4,7,10,6,6,6,2,6,Analytical,Individual,Mobile App Developer
4.5,1,6,9,4,1,3,4,3,7,1,5,7,5,4,5,3,8,Technical,Team,System Administrator
4.71,2,2,2,4,5,2,4,1,3,10,2,4,4,7,6,4,8,Creative,Team,UI/UX Designer
4.99,4,6,8,4,1,1,1,5,8,2,6,9,8,3,7,4,7,Technical,Team,System Administrator
5.49,7,7,5,5,5,9,3,4,5,4,8,6,6,4,4,5,7,Technical,Individual,Mobile App Developer
5.0,6,5,1,6,2,3,1,2,2,3,8,8,7,4,4,3,7,Analytical,Team,Software Tester
5.01,10,8,6,5,5,4,4,1,4,1,6,9,6,4,5,5,7,Creative,Individual,Software Engineer
4.48,5,4,9,3,2,1,1,5,6,1,7,6,7,1,5,3,6,Technical,Team,System Administrator
4.9,3,4,1,6,1,2,5,1,1,2,4,5,8,5,8,7,9,Analytical,Team,IT Project Coordinator
4.95,3,6,5,2,2,1,4,8,8,1,7,6,5,2,7,4,7,Technical,Team,System Administrator
4.98,5,6,4,8,1,2,10,3,3,3,4,9,7,4,6,3,6,Analytical,Individual,Data Analyst
4.83,6,6,5,4,2,3,4,3,2,1,10,3,8,5,4,3,7,Technical,Individual,Software Tester
4.75,9,3,3,3,5,7,1,3,2,5,8,8,5,5,5,2,4,Technical,Individual,Mobile App Developer
4.54,3,5,2,6,3,2,6,1,1,2,1,7,6,3,8,9,10,Analytical,Team,IT Project Coordinator
4.95,6,6,5,5,1,1,5,3,3,6,7,7,10,2,5,4,5,Analytical,Individual,Software Tester
5.24,9,6,7,7,7,4,2,1,2,4,8,10,9,4,5,4,5,Technical,Individual,Software Engineer
4.07,1,3,2,3,3,3,1,2,2,10,3,6,4,8,7,5,4,Creative,Team,UI/UX Designer
5.04,5,6,10,3,1,6,4,7,5,2,5,8,6,5,4,2,7,Technical,Individual,Cybersecurity Analyst
4.48,2,2,4,6,3,2,5,2,1,1,4,5,7,5,9,7,10,Analytical,Team,IT Project Coordinator
4.36,5,4,7,4,1,2,1,5,6,1,4,8,7,1,4,3,8,Creative,Team,System Administrator
5.24,9,7,5,3,4,7,4,5,4,5,7,8,8,7,5,5,9,Technical,Individual,Mobile App Developer
5.06,8,3,9,3,3,1,5,3,10,1,6,9,6,2,7,5,5,Technical,Team,Cloud Engineer
4.94,5,5,6,4,1,1,2,4,9,1,4,6,7,1,4,3,8,Technical,Team,Cloud Engineer
5.1,9,4,6,4,8,2,2,4,5,8,4,8,8,6,5,3,7,Technical,Team,Web Developer
5.4,7,5,5,4,1,8,1,3,4,7,8,9,8,7,4,4,7,Analytical,Individual,Mobile App Developer
4.89,7,5,3,3,4,3,8,2,2,2,8,7,9,5,4,3,6,Technical,Team,Software Tester
4.75,5,6,3,10,4,3,8,1,1,3,3,7,5,5,5,3,5,Analytical,Individual,Data Analyst
4.78,4,1,2,2,3,5,3,1,2,9,4,6,7,9,6,4,6,Creative,Team,UI/UX Designer
4.43,2,3,3,6,3,2,6,2,1,4,3,6,7,4,4,10,7,Analytical,Team,IT Project Coordinator
5.28,8,4,4,3,8,4,2,3,4,7,5,8,6,10,4,5,7,Technical,Team,Web Developer
4.74,10,3,8,3,2,2,4,2,8,1,5,5,7,2,5,4,7,Technical,Team,Cloud Engineer
4.96,4,6,10,4,3,2,5,8,5,2,7,7,7,2,3,3,5,Technical,Individual,Cybersecurity Analyst
4.86,7,7,5,7,2,1,8,3,1,1,2,7,10,3,5,6,6,Analytical,Individual,Data Analyst
4.83,5,5,4,8,3,1,7,2,3,1,4,7,9,3,8,3,8,Analytical,Team,Business Analyst
4.79,3,6,8,2,1,3,3,5,5,5,4,9,8,1,7,2,8,Technical,Team,System Administrator
5.04,6,8,4,7,3,1,9,2,4,3,4,7,10,4,7,3,4,Technical,Individual,Data Analyst
4.85,5,7,7,3,1,2,1,8,5,2,5,6,7,2,5,2,3,Technical,Individual,System Administrator
4.89,4,4,8,4,3,1,2,10,5,2,6,7,7,4,5,2,4,Technical,Individual,Cybersecurity Analyst
4.89,2,2,1,3,5,3,4,2,1,8,3,9,5,10,7,4,7,Creative,Team,UI/UX Designer
5.44,8,4,6,5,7,3,2,2,3,8,5,8,7,9,6,4,7,Technical,Team,Web Developer
4.94,3,1,7,3,1,2,5,8,4,1,8,6,7,3,5,5,6,Technical,Individual,Cybersecurity Analyst
5.28,5,7,7,10,3,1,10,1,4,3,5,9,9,2,7,5,4,Analytical,Individual,Data Analyst
4.59,2,4,2,5,2,1,6,4,2,3,1,6,8,5,9,7,9,Analytical,Team,Business Analyst
5.44,7,6,4,3,8,5,4,4,2,8,7,6,6,8,7,2,6,Technical,Team,Web Developer
4.98,6,6,9,2,3,2,4,7,2,1,5,8,7,3,6,3,7,Technical,Team,System Administrator
4.96,5,3,2,6,4,1,3,2,2,1,10,6,6,1,8,4,5,Technical,Team,Software Tester
5.13,7,6,4,5,4,4,5,3,2,4,8,10,7,5,5,4,7,Technical,Individual,Software Engineer
5.16,10,7,5,7,3,8,1,1,2,7,7,8,5,4,4,2,7,Technical,Individual,Mobile App Developer
4.69,1,4,1,4,1,2,8,1,2,3,6,6,9,4,8,5,6,Analytical,Team,Business Analyst
5.11,10,8,5,4,7,5,4,3,3,4,5,8,8,5,6,5,7,Technical,Individual,Software Engineer
4.92,6,7,3,7,3,3,8,2,4,2,2,6,8,4,7,4,7,Analytical,Individual,Data Analyst
4.69,7,3,8,5,3,3,5,3,7,1,5,6,6,5,5,2,5,Analytical,Team,Cloud Engineer
4.57,6,3,2,3,2,1,2,2,2,1,9,7,8,4,5,4,5,Technical,Individual,Software Tester
5.0,4,7,5,7,3,1,7,1,3,2,5,9,7,3,8,6,7,Analytical,Team,Data Analyst
4.95,4,1,1,5,3,1,6,2,3,2,4,7,8,6,8,7,10,Analytical,Team,IT Project Coordinator
4.69,2,1,1,6,1,1,8,1,1,2,1,9,7,3,7,5,10,Analytical,Team,Business Analyst
5.19,10,3,5,10,2,2,10,2,7,1,4,8,10,4,7,4,6,Analytical,Team,Machine Learning Engineer
5.16,7,6,4,3,7,4,3,3,3,6,5,8,7,7,6,1,8,Technical,Team,Web Developer
5.0,3,3,8,3,4,3,5,7,6,2,7,9,6,2,6,5,6,Technical,Individual,Cybersecurity Analyst
5.05,6,5,10,5,2,1,2,10,5,1,8,9,6,5,4,3,4,Analytical,Individual,Cybersecurity Analyst
4.14,3,6,6,3,1,1,1,4,6,2,4,7,6,4,6,2,8,Technical,Individual,System Administrator
5.51,9,6,6,8,5,4,4,4,4,1,6,8,9,6,5,7,7,Technical,Individual,Software Engineer
5.03,8,4,5,6,4,7,2,2,3,5,8,7,7,7,4,4,7,Technical,Individual,Mobile App Developer
5.4,7,7,4,6,1,10,1,1,5,7,8,9,5,5,6,5,6,Technical,Individual,Mobile App Developer
4.78,5,2,2,4,3,1,3,2,3,2,4,7,6,6,10,10,9,Analytical,Team,IT Project Coordinator
5.0,10,8,2,8,1,2,8,3,6,1,2,7,9,5,5,3,5,Analytical,Individual,Machine Learning Engineer
4.83,6,7,6,7,2,1,8,1,4,1,3,9,8,3,7,2,4,Analytical,Individual,Data Analyst
5.92,8,7,6,4,9,5,1,3,8,5,6,9,7,7,7,4,5,Technical,Team,Web Developer
5.5,10,8,7,7,6,3,4,4,3,3,6,7,8,3,5,5,5,Technical,Individual,Software Engineer
5.21,5,8,5,10,1,2,10,2,3,1,3,9,8,3,7,5,7,Technical,Individual,Data Analyst
5.29,9,5,6,4,8,2,4,4,3,6,4,9,5,9,6,2,6,Creative,Team,Web Developer
5.23,9,5,6,4,10,4,3,2,2,8,6,6,7,9,7,4,7,Analytical,Team,Web Developer
5.33,7,5,10,6,2,3,5,5,7,2,6,8,7,2,4,5,8,Technical,Team,Cloud Engineer
5.68,8,6,6,5,10,2,4,4,5,6,4,6,8,6,5,7,7,Technical,Team,Web Developer
4.91,4,4,2,5,3,4,3,5,1,2,2,8,6,6,10,10,8,Analytical,Team,IT Project Coordinator
5.0,2,6,3,10,3,2,5,2,3,1,4,8,10,5,10,5,6,Analytical,Individual,Business Analyst
5.01,9,7,5,7,2,1,9,3,6,3,4,10,10,4,6,6,4,Analytical,Individual,Machine Learning Engineer
4.77,5,6,4,6,3,2,7,2,1,1,3,8,7,5,9,4,8,Analytical,Team,Business Analyst
5.24,7,6,4,9,3,2,8,3,6,1,5,10,8,6,7,5,5,Technical,Individual,Machine Learning Engineer
4.14,1,2,1,1,6,1,1,1,2,8,4,5,4,9,9,4,8,Creative,Individual,UI/UX Designer
5.04,8,6,4,4,5,6,5,1,2,4,7,8,8,3,5,7,5,Analytical,Individual,Software Engineer
4.88,6,6,2,3,10,3,1,3,2,5,5,8,7,8,3,2,8,Analytical,Team,Web Developer
5.11,7,6,5,9,3,1,10,2,7,3,7,10,7,5,4,2,5,Technical,Individual,Machine Learning Engineer
5.21,9,4,1,9,2,3,9,2,7,3,4,10,10,6,5,2,4,Analytical,Individual,Machine Learning Engineer
4.74,3,2,3,6,3,1,5,1,2,1,1,7,8,6,10,8,10,Analytical,Team,IT Project Coordinator
4.84,10,7,2,8,2,3,7,2,2,1,3,7,10,3,6,5,4,Analytical,Individual,Data Analyst
5.38,8,6,5,8,3,3,9,2,7,1,7,10,10,4,6,3,7,Analytical,Individual,Machine Learning Engineer
4.97,9,6,6,4,6,4,4,3,3,1,5,8,5,5,4,6,3,Creative,Individual,Software Engineer
4.6,5,7,2,8,1,2,9,1,2,3,3,8,7,5,7,4,4,Analytical,Individual,Data Analyst
3.99,6,6,4,3,2,1,2,1,1,1,7,8,6,3,6,3,4,Technical,Team,Software Tester
4.73,3,4,1,6,2,1,5,2,1,2,2,7,8,6,9,8,9,Analytical,Team,IT Project Coordinator
5.01,9,4,2,10,2,3,7,2,6,3,7,9,7,3,6,3,4,Analytical,Individual,Machine Learning Engineer
4.88,6,5,7,5,4,2,4,7,3,1,5,7,8,2,4,2,5,Technical,Individual,Cybersecurity Analyst
5.03,3,6,4,6,3,1,7,3,2,3,3,9,7,6,9,8,7,Analytical,Team,Business Analyst
5.0,6,4,3,3,10,2,3,3,5,5,4,8,5,6,7,5,6,Technical,Team,Web Developer
5.0,7,4,5,8,3,2,10,1,5,3,6,7,8,4,5,1,5,Analytical,Individual,Machine Learning Engineer
4.74,5,3,5,2,2,4,6,2,3,1,4,6,7,4,7,9,10,Analytical,Team,IT Project Coordinator
4.63,1,3,2,4,6,2,3,1,1,7,3,6,4,9,7,6,7,Creative,Team,UI/UX Designer
4.9,7,4,2,4,5,3,2,2,1,2,9,9,6,5,9,2,8,Technical,Team,Software Tester
4.53,4,1,4,1,3,2,1,1,1,9,1,4,4,9,10,6,9,Creative,Team,UI/UX Designer
